行为时间,DAU,语音房人数,语音房渗透率,充值人数,充值金额日元,大盘充值率,语音房充值率,ARPU(日元),ARPPU(日元),充值金额（美金）,充值星粒数,每星粒价值X日元
2025/5/9,241844,52401,21.67%,1943,14882089,0.80%,3.71%,61.54,7659.34,101883.27,4210634,3.534
2025/5/10,246370,54574,22.15%,1850,9755318,0.75%,3.39%,39.6,5273.14,66785.23,2748732,3.549
2025/5/11,249413,55443,22.23%,1816,8862605,0.73%,3.28%,35.53,4880.29,60673.68,2498983,3.546
2025/5/12,243306,52898,21.74%,2530,10950876,1.04%,4.78%,45.01,4328.41,74970.06,3063381,3.575
2025/5/13,243819,52102,21.37%,1591,9292430,0.65%,3.05%,38.11,5840.62,63616.28,2620819,3.546
2025/5/14,244071,52530,21.52%,1651,11344232,0.68%,3.14%,46.48,6871.13,77662.98,3158493,3.592
2025/5/15,241743,51890,21.46%,1696,11181939,0.70%,3.27%,46.26,6593.12,76551.92,3147366,3.553
2025/5/16,244838,52133,21.29%,1796,14167377,0.73%,3.45%,57.86,7888.29,96990.33,4031052,3.515
2025/5/17,249038,54954,22.07%,1718,9527382,0.69%,3.13%,38.26,5545.62,65224.77,2683980,3.55
2025/5/18,259400,55807,21.51%,1761,7790160,0.68%,3.16%,30.03,4423.71,53331.69,2193132,3.552
2025/5/19,247760,53015,21.40%,2441,12528425,0.99%,4.60%,50.57,5132.5,85770.01,3508361,3.571
2025/5/20,251153,52902,21.06%,1716,10401390,0.68%,3.24%,41.41,6061.42,71208.26,2922368,3.559
2025/5/21,247819,53265,21.49%,1554,9105287,0.63%,2.92%,36.74,5859.26,62335.09,2541107,3.583
2025/5/22,245664,52680,21.44%,1599,7515250,0.65%,3.04%,30.59,4699.97,51449.65,2100979,3.577
2025/5/23,242965,52978,21.80%,1800,11566945,0.74%,3.40%,47.61,6426.08,79187.68,3241724,3.568
2025/5/24,260853,55204,21.16%,1719,9528712,0.66%,3.11%,36.53,5543.17,65233.87,2657376,3.586
2025/5/25,249880,55485,22.20%,1786,12486584,0.71%,3.22%,49.97,6991.37,85483.56,3528904,3.538
2025/5/26,250378,53281,21.28%,2794,14582401,1.12%,5.24%,58.24,5219.18,99831.59,4104310,3.553
2025/5/27,249693,53035,21.24%,1990,10969076,0.80%,3.75%,43.93,5512.1,75094.65,3103441,3.534
2025/5/28,249608,52542,21.05%,1715,8083680,0.69%,3.26%,32.39,4713.52,55341.14,2263929,3.571
2025/5/29,244975,51701,21.10%,1674,8335643,0.68%,3.24%,34.03,4979.48,57066.08,2344042,3.556
2025/5/30,246943,52571,21.29%,2199,15956167,0.89%,4.18%,64.61,7256.1,109236.44,4448352,3.587
2025/5/31,251958,54502,21.63%,1996,13603823,0.79%,3.66%,53.99,6815.54,93132.22,3707492,3.669
2025/6/1,255263,56573,22.16%,4274,23263287,1.67%,7.55%,91.13,5442.98,159261.22,6209802,3.746
2025/6/2,249700,53673,21.49%,3045,14183750,1.22%,5.67%,56.8,4658.05,97102.42,3928197,3.611
2025/6/3,250410,54073,21.59%,2164,12149106,0.86%,4.00%,48.52,5614.19,83173.18,3317454,3.662
2025/6/4,248837,53437,21.47%,2130,12646336,0.86%,3.99%,50.82,5937.25,86577.23,3502867,3.61
